"","doc_id","paragraph_id","sentence_id","sentence","temporality","manual_temporality","feats"
"713","TD_465_541",279,1,"what else is there","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"714","VI_033_820",1612,1,"were going to set it on the stool over there and put it back on after nap","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"715","VI_001_676",1732,1,"I drove xxx","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"716","VI_001_676",261,1,"I almost did get xxx up","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"717","VI_005_411",34,1,"hes intrigued but not","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"718","TD_463_254",42,1,"hes looking at you guys","present","present","VerbForm=Ger"
"719","TD_467_433",625,1,"do you wanna use xxx today","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"720","VI_003_405",1375,1,"<where I go> = sings","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"721","VI_012_562",1158,1,"and I like tried helping him through the motions of it like thinking maybe it was just new and","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"722","VI_001_676",464,1,"xxx me the shoes last night","present","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"723","TD_464_188",32,1,"she goes outside for the most part","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"724","TD_474_966",359,1,"what shape is that","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"725","TD_444_402",279,1,"donny can help","displaced","displaced","VerbForm=Fin"
"726","TD_477_217",223,1,"pepper oh lets get her a binkyc","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"727","TD_475_481",4,1,"you shop for bread","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"728","VI_047_440",66,1,"he looks like a cheetah","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"729","VI_047_440",49,1,"I think Im gonna take her sweater off","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"730","VI_015_195",538,1,"is she","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"731","VI_003_405",1215,1,"then I will get them with this towel","displaced","displaced","VerbForm=Fin"
"732","VI_001_676",1984,1,"oh so I miss this","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"733","VI_033_820",2030,1,"there we go","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"734","TD_448_304",372,1,"I mean Granny was here Christmas morning last year too","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"735","VI_012_562",618,1,"what do you think Whitman wants to play with down here","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"736","TD_467_433",172,1,"why would Jasper be the captain of the car","displaced","displaced","VerbForm=Fin"
"737","VI_014_242",323,1,"then you pull down in the front","uncategorized","present","VerbForm=Inf"
"738","TD_436_678",1448,1,"oh youre done","displaced","present","Tense=Past|VerbForm=Part"
"739","TD_472_829",809,1,"cant hear when its raining","uncategorized","displaced","VerbForm=Inf"
"740","VI_005_411",607,1,"rain rain go away come again another day","uncategorized","displaced","VerbForm=Inf"
"741","VI_001_676",1080,1,"I think Im gonna um","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"742","VI_001_676",1390,1,"tell Grams Grams Nana and Papaw thank you","uncategorized","uncategorized","VerbForm=Inf"
"743","TD_464_188",441,1,"we had to","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"744","VI_047_440",95,1,"I hold you","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"745","TD_473_844",725,1,"not sing mister maker","present","present","VerbForm=Ger"
"746","TD_463_254",668,1,"I know Bubba I know come on","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"747","VI_015_195",499,1,"yeah those are your toys","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"748","VI_005_263",957,1,"is pretty well nasty xxx","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"749","VI_001_676",190,1,"you gotta put that back on","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"750","TD_477_217",784,1,"and come forward","present","uncategorized","Mood=Ind|Tense=Pres|VerbForm=Fin"
"751","VI_002_336",279,1,"theres slices of cake that are this big","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"752","TD_463_254",544,1,"my husbands birthday is February twentieth","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"753","VI_001_676",16,1,"you dont remember when this little do you","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"754","VI_005_411",670,1,"<bluebirds fly> = sings","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"755","TD_464_188",311,1,"what howd you know that","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"756","VI_007_204",49,1,"do you want to xxx or Mommy xxx","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"757","TD_449_716",194,1,"thank you no no no","present","uncategorized","Mood=Ind|Tense=Pres|VerbForm=Fin"
"758","TD_436_678",1873,1,"hes a really small","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"759","VI_014_242",159,1,"yeah thats my coat yeah","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"760","VI_014_242",244,1,"the strings all soar the reeds in four the brasses roar with notes galore","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"761","TD_436_678",1036,1,"I dont think so","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"762","VI_004_415",33,1,"yeah you know whats funny is this time around I xxx he was always one of the more intriguing characters and this time around watching its like you realize that hes not a good actor","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"763","VI_033_820",2072,1,"she said xxx information","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"764","VI_012_562",1621,1,"Im a warrior","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"765","TD_472_829",327,1,"thats a gully","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"766","TD_477_217",9,2,"kind of harder to tell because","uncategorized","present","VerbForm=Inf"
"767","VI_003_405",49,1,"<and my faith will be much stronger> = sings","displaced","displaced","VerbForm=Fin"
"768","TD_477_217",166,1,"yes I yelled at you","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"769","TD_463_254",362,1,"I dont want you to get sick","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"770","VI_033_820",1180,1,"this smells nice","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"771","TD_448_304",319,1,"were super here in that water","displaced","present","Mood=Ind|Tense=Past|VerbForm=Fin"
"772","VI_003_405",302,1,"what happened","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"773","TD_436_678",2111,1,"=cries","present",NA,"Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"774","VI_005_263",961,1,"its been a while","displaced","displaced","Tense=Past|VerbForm=Part"
"775","TD_447_448",34,1,"has no experience","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"776","TD_474_966",259,1,"the turtle can hide in its shell","displaced","present","VerbForm=Fin"
"777","TD_449_716",469,1,"=cries","present",NA,"Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"778","TD_449_716",240,1,"Berts whistle goes","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"779","TD_448_304",182,1,"I know","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"780","TD_449_716",321,1,"youll come over again youll come over again youll come over again","displaced","displaced","VerbForm=Fin"
"781","TD_436_678",1414,1,"you dont","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"782","TD_472_829",606,2,"one is all gone yeah","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"783","VI_012_562",777,1,"so like for him like there wasnt really","displaced","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin"
"784","TD_477_217",170,1,"what you were doing","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"785","TD_467_433",494,1,"well hopefully it wont be too bad","displaced","displaced","VerbForm=Fin"
"786","VI_015_195",315,1,"but shes all prorportioned to like her head her height her weight you know shes all growing proportionally which is good","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"787","TD_465_541",437,1,"do you remember when you first sat up","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"788","TD_473_844",523,1,"Im just thinking she grew up in an xxx house","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"789","TD_443_341",404,1,"can I keep them on the shelves as I fall asleep","displaced","displaced","VerbForm=Fin"
"790","TD_467_433",293,1,"but last year had","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"791","TD_436_678",891,1,"xxx shes playing","present","present","VerbForm=Ger"
"792","TD_472_829",247,1,"not all ducks are <gonna>","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"793","TD_447_448",962,1,"thank you","present","uncategorized","Mood=Ind|Tense=Pres|VerbForm=Fin"
"794","TD_463_254",653,1,"if youre gonna be cranky why dont you just go to sleep","displaced","displaced","Abbr=Yes|Tense=Pres|VerbForm=Part"
"795","TD_444_402",479,1,"those kind of people you want working on your house","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"796","TD_447_448",604,1,"maybe it was when we you thought you were hitting the timer yeah","displaced","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin"
"797","TD_465_541",484,1,"do you want something else to play with","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"798","VI_047_440",254,1,"I know","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"799","TD_477_217",251,1,"<do as Im doing> = sings","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"800","VI_003_405",1108,1,"why dont you take a bath so you have time to xxx before you gotta go to bed","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"801","TD_436_678",1317,1,"who put that kitty out","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"802","VI_015_195",437,1,"where are you <goin>","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"803","VI_008_707",136,1,"what do you wanna do again","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"804","VI_007_204",282,1,"do you know what that is","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"805","TD_436_678",2078,2,"Mommy you have it","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"806","VI_015_195",318,1,"we got a like a little mat","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"807","TD_465_541",36,1,"its she doesnt mind it but if she can have mine shell take mine","displaced","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"808","VI_003_405",836,1,"whyd you","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"809","TD_445_217",47,1,"xxx says","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"810","VI_001_676",912,1,"I <gotta> got to get mine to charge okay","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"811","TD_477_217",70,1,"compared to like a baby thats hearing impaired","displaced","uncategorized","Tense=Past|VerbForm=Part"
"812","VI_001_676",1101,1,"her contacts been bothering her all day","displaced","displaced","Tense=Past|VerbForm=Part"
"813","TD_477_217",209,1,"a good guess would be five thirty","displaced","displaced","VerbForm=Fin"
"814","VI_012_562",1567,1,"or or or Jennas gonna be back when I w up","displaced","displaced","Abbr=Yes|Tense=Pres|VerbForm=Part"
"815","VI_001_676",774,1,"you want the happy you want the six piece meal","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"816","VI_001_676",934,1,"Toms skiing","present","present","VerbForm=Ger"
"817","TD_436_678",1051,1,"you taking the van","present","present","VerbForm=Ger"
"818","TD_447_448",498,1,"I got one more thing I gotta do","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"819","VI_037_868",20,1,"are you so big","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"820","TD_464_188",102,1,"is the older one Mindys","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"821","TD_464_188",587,1,"dont try to hit me sissy","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"822","TD_436_678",706,1,"dont drink that milk","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"823","TD_473_844",414,1,"I love you sweetie","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"824","TD_448_304",444,1,"xxx is all you","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"825","VI_047_440",199,1,"I I took like a","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
